Order_ID,Distance_km,Weather,Traffic_Level,Time_of_Day,Vehicle_Type,Preparation_Time_min,Courier_Experience_yrs,Delivery_Time_min
19540,19.61 km,Clear,High,Evening,Car,17.0,8.0,156.0
19541,24.1km,Rainy,Medium,Morning,Scooter,12.0,4.0,181.0
19542,12.71 km,Rainy,Low,Afternoon,Car,23.0,6.0,99.0
19543,15.59kilometer,Cloudy,Medium,Evening,Scooter,24.0,6.0,121.0
19544,8.7 km,Windy,Low,Night,Bike,25.0,2.0,48.0
19545,17.12 km,Clear,,Evening,Scooter,,1.0,149.0
19546,11.85km,Windy,Medium,Afternoon,Bike,19.0,1.0,78.0
19547,11.22KM,Rainy,Low,Night,Bike,22.0,5.0,63.0
19548,21.46 km,Clear,Medium,Morning,Bike,9.0,4.0,98.0
19549,1.73 km,Rainy,High,Afternoon,Scooter,29.0,1.0,73.0
19550,22.11 km,Clear,Medium,Evening,Scooter,30.0,3.0,156.0
19551,21.38 km,Clear,Medium,Afternoon,Bike,13.0,8.0,89.0
19552,12.91 km,Windy,Low,Evening,Scooter,29.0,4.0,
19553,12.51 km,Clear,Medium,Evening,Bike,28.0,5.0,88.0
19554,9.36 km,Clear,Medium,Evening,Car,20.0,5.0,80.0
19555,24.86kilometer,Clear,High,Afternoon,Car,24.0,2.0,200.0
19556,3.22 km,Clear,Low,Morning,Scooter,16.0,3.0,28.0
19557,14.96 km,Windy,Low,Night,Scooter,27.0,2.0,81.0
19558,17.2 km,Windy,,Morning,Car,18.0,1.0,120.0
19559,23.39 km,Cloudy,High,Afternoon,Bike,8.0,8.0,110.0
19560,19.61 km,Clear#,Medium,Afternoon,Scooter,20.0,6.0,105.0
19561,16.27KM,Cloudy,High,Morning,Bike,10.0,2.0,106.0
19562,3.36 km,Clear,High,Morning,Bike,15.0,9.0,39.0
19563,9.66 km,Clear,,Morning,Bike,26.0,8.0,79.0
19564,3.9 km,Clear,Low,Night,Scooter,,7.0,14.0
19565,22.09KM,Clear,Low,Night,Bike,5.0,7.0,51.0
19566,18.87 km,Cloudy,High,Evening,Bike,10.0,2.0,134.0
19567,19.06 km,Windy#,,Afternoon,Bike,22.0,6.0,108.0
19568,16.48 km,Rainy,High,Morning,Bike,15.0,4.0,143.0
19569,12.92 km,Rainy,Medium,Evening,Scooter,28.0,4.0,141.0
19570,4.17km,Clear,Medium,Morning,Bike,19.0,8.0,40.0
19571,8.58 km,Windy,High,Morning,Scooter,32.0,8.0,104.0
19572,3.85km,Windy,High,Afternoon,Bike,33.0,7.0,62.0
19573,18.26 km,Windy,Low,Afternoon,Bike,19.0,2.0,82.0
19574,,Clear,Medium,Morning,Scooter,11.0,6.0,
19575,17.7 km,Cloudy,Medium,Morning,Bike,20.0,9.0,99.0
19576,17.46 km,Cloudy,Medium,Night,Scooter,7.0,9.0,66.0
19577,11.75 km,Clear,Low,Evening,Bike,19.0,7.0,56.0
19578,3.81kilometer,Foggy,Medium,Evening,Scooter,26.0,2.0,70.0
19579,8.21 km,Clear,High,Afternoon,Bike,14.0,8.0,50.0
19580,8.34 km,Clear,Low,Afternoon,Bike,23.0,8.0,44.0
19581,999 km,Cloudy,High,Evening,Car,5.0,9.0,134.0
19582,3.29KM,Clear,Low,Evening,Bike,8.0,9.0,15.0
19583,20.81 km,Windy,Medium,Night,Bike,31.0,3.0,118.0
19584,19.14 km,Clear,Medium,Morning,Bike,11.0,6.0,87.0
19585,5.06 km,Clear,Medium,Morning,Bike,13.0,3.0,37.0
19586,18.12km,Cloudy,High,Evening,Bike,11.0,2.0,127.0
19587,16.88 km,Clear#,High,Night,Scooter,7.0,1.0,90.0
19588,18.83 km,Rainy@,Medium,Afternoon,Bike,6.0,4.0,107.0
19589,5.13 km,Rainy,High,Evening,Bike,16.0,2.0,72.0
19590,999 km,Cloudy,Medium,Morning,Bike,8.0,5.0,29.0
19591,6.29 km,Foggy,Low,Evening,Bike,15.0,6.0,51.0
19592,9.46 km,Cloudy,Low,Evening,Bike,33.0,8.0,70.0
19593,19.94 km,Cloudy#,High,Afternoon,Bike,22.0,6.0,130.0
19594,18.58 km,Windy,Medium,,Bike,6.0,9.0,83.0
19595,23.17km,Cloudy,Medium,Evening,Scooter,30.0,4.0,177.0
19596,1.94km,Clear,High,Morning,Bike,25.0,4.0,52.0
19597,0.78 km,Clear,Low,Afternoon,Bike,17.0,4.0,17.0
19598,17.63 km,Rainy,Medium,Morning,Bike,22.0,7.0,128.0
19599,7.34 km,Foggy,High,Night,Bike,16.0,4.0,53.0
19600,8.68kilometer,Cloudy,Medium,Morning,Bike,21.0,4.0,55.0
19601,13.9 km,Clear,Medium,Morning,Scooter,23.0,4.0,98.0
19602,3.01kilometer,Cloudy,Low,Afternoon,Scooter,20.0,7.0,25.0
19603,16.25KM,Rainy@,High,Afternoon,Scooter,23.0,7.0,145.0
19604,8.47 km,Clear,Low,Afternoon,Bike,17.0,8.0,41.0
19605,16.0 km,Windy,Low,Night,Bike,6.0,7.0,43.0
19606,20.93kilometer,Windy,Low,Morning,Car,22.0,6.0,133.0
19607,4.69 km,Cloudy#,Medium,Afternoon,Scooter,32.0,2.0,64.0
19608,23.31 km,Clear,High,Afternoon,Car,27.0,9.0,167.0
19609,13.5 km,Cloudy,Medium,Morning,Bike,7.0,8.0,63.0
19610,23.11 km,Clear,Low,Morning,Scooter,14.0,6.0,105.0
19611,5.59 km,Cloudy,Medium,Night,Bike,7.0,8.0,29.0
19612,15.31kilometer,Clear@,High,Afternoon,Scooter,26.0,5.0,118.0
19613,10.4 km,Cloudy,Low,Night,Bike,15.0,4.0,39.0
19614,19.47 km,Clear,,Morning,Bike,22.0,4.0,105.0
19615,15.34 km,Rainy,High,Evening,Car,23.0,1.0,216.0
19616,12.62 km,Rainy,High,Evening,Bike,31.0,7.0,148.0
19617,22.87 km,Foggy@,High,Afternoon,Scooter,12.0,7.0,160.0
19618,9.74 km,Clear,Low,Evening,Bike,16.0,5.0,53.0
19619,5.89 km,Clear,Medium,Night,Bike,12.0,5.0,29.0
19620,15.4 km,Clear#,Low,Morning,Bike,33.0,3.0,90.0
19621,15.79 km,Clear,High,Afternoon,Bike,17.0,5.0,95.0
19622,11.26 km,Clear,Low,Evening,Scooter,32.0,6.0,79.0
19623,12.42 km,Cloudy,Low,Morning,Bike,20.0,1.0,74.0
19624,24.01 km,Cloudy,Medium,Evening,Bike,30.0,4.0,154.0
19625,18.45 km,Clear,High,Afternoon,Scooter,23.0,9.0,115.0
19626,3.21 km,Clear,High,,Bike,18.0,2.0,49.0
19627,5.7 km,Cloudy,Low,Evening,Bike,19.0,7.0,39.0
19628,24.4 km,Clear#,Medium,Evening,Scooter,10.0,8.0,118.0
19629,18.3kilometer,Windy,Low,Night,Bike,28.0,4.0,83.0
19630,22.92 km,Clear,Medium,Morning,Scooter,26.0,7.0,138.0
19631,7.94 km,Clear,High,Evening,Bike,22.0,5.0,79.0
19632,18.68 km,Clear,High,Afternoon,Car,27.0,1.0,165.0
19633,17.99 km,Clear,High,Evening,Car,26.0,5.0,167.0
19634,7.72 km,Windy,High,Morning,Scooter,26.0,8.0,87.0
19635,13.99 km,Clear,Medium,Morning,Bike,29.0,4.0,96.0
19636,15.87km,Rainy,High,Evening,Scooter,23.0,3.0,184.0
19637,12.29km,Clear,High,Morning,Scooter,21.0,8.0,98.0
19638,20.77 km,Cloudy,Medium,Afternoon,Bike,24.0,2.0,124.0
19639,20.91 km,Windy,High,Morning,Bike,5.0,2.0,135.0
19640,21.34 km,Rainy,High,Evening,Bike,,6.0,186.0
19641,999 km,Clear,High,Evening,Bike,18.0,5.0,132.0
19642,12.46 km,Rainy,Low,Night,Bike,10.0,3.0,57.0
19643,,Cloudy#,Low,Night,Scooter,28.0,3.0,57.0
19644,20.87kilometer,Clear,High,Evening,Bike,23.0,5.0,142.0
19645,12.51 km,Cloudy,Medium,Afternoon,Bike,7.0,9.0,54.0
19646,6.54 km,Foggy#,High,Afternoon,Scooter,19.0,7.0,68.0
19647,12.93 km,Clear,High,Afternoon,Bike,32.0,6.0,98.0
19648,3.98 km,Rainy#,High,Morning,Scooter,23.0,4.0,83.0
19649,17.44 km,Clear,Low,Night,Car,24.0,3.0,91.0
19650,8.73km,Clear#,Medium,Evening,Scooter,23.0,7.0,70.0
19651,6.89 km,Windy,High,Morning,Bike,13.0,8.0,58.0
19652,23.93kilometer,Cloudy,Medium,Night,Car,31.0,4.0,152.0
19653,19.53 km,Clear,High,Evening,Bike,16.0,2.0,124.0
19654,19.78 km,Cloudy,High,Night,Bike,18.0,7.0,99.0
19655,15.78 km,Rainy,Low,Morning,Bike,18.0,3.0,109.0
19656,21.06 km,Cloudy#,Low,Afternoon,Bike,12.0,2.0,90.0
19657,19.1 km,Clear,High,Afternoon,Bike,29.0,5.0,128.0
19658,15.17KM,Clear,Low,Morning,Scooter,26.0,9.0,67.0
19659,999 km,Windy,Medium,Afternoon,Bike,26.0,3.0,139.0
19660,5.19 km,Cloudy,High,Morning,Bike,8.0,1.0,46.0
19661,23.61 km,Rainy,Medium,Night,Scooter,10.0,1.0,139.0
19662,,Rainy,High,Morning,Bike,33.0,7.0,130.0
19663,13.45 km,Clear,Medium,Afternoon,Scooter,13.0,1.0,76.0
19664,3.51 km,Cloudy,High,Night,Scooter,9.0,5.0,26.0
19665,13.73 km,Clear,Medium,Evening,Bike,10.0,7.0,68.0
19666,15.47 km,Clear,Low,Evening,Bike,26.0,3.0,87.0
19667,24.94KM,Clear,High,Evening,Bike,32.0,9.0,157.0
19668,24.39 km,Rainy,Low,Afternoon,Bike,17.0,2.0,128.0
19669,24.18 km,Clear,Low,Afternoon,Bike,28.0,6.0,101.0
19670,9.04 km,Clear,High,Morning,Bike,31.0,7.0,79.0
19671,24.79 km,Clear,High,Morning,Scooter,29.0,1.0,200.0
19672,11.66km,Clear,High,Evening,Bike,13.0,2.0,84.0
19673,21.37 km,Cloudy@,Low,Afternoon,Bike,25.0,5.0,96.0
19674,5.8 km,Rainy,Low,Morning,Scooter,20.0,9.0,45.0
19675,12.89 km,Clear,Medium,Evening,Bike,33.0,3.0,99.0
19676,24.17 km,Clear,Medium,Evening,Bike,21.0,9.0,125.0
19677,23.7 km,Rainy,Low,Morning,Bike,24.0,7.0,132.0
19678,17.25 km,Cloudy,Low,Afternoon,Bike,9.0,7.0,
19679,20.05 km,Rainy,High,Evening,Scooter,17.0,8.0,176.0
19680,4.82 km,Clear,High,Evening,Bike,10.0,2.0,40.0
19681,18.18 km,Rainy@,Low,Afternoon,Bike,24.0,1.0,116.0
19682,15.64 km,Cloudy,High,Afternoon,Car,24.0,2.0,154.0
19683,2.74 km,Cloudy#,Medium,Morning,Bike,29.0,2.0,56.0
19684,3.27 km,Clear,High,Morning,Car,25.0,4.0,60.0
19685,3.16kilometer,Clear#,High,Afternoon,Scooter,21.0,2.0,49.0
19686,18.25 km,Rainy,Medium,Morning,Car,19.0,5.0,164.0
19687,3.97 km,Clear,Medium,Night,Scooter,30.0,9.0,43.0
19688,11.96 km,Clear,Medium,Evening,Car,27.0,3.0,109.0
19689,9.25 km,Cloudy,High,Evening,Bike,29.0,2.0,109.0
19690,13.99 km,Cloudy#,Low,Afternoon,Scooter,12.0,4.0,68.0
19691,17.81 km,Cloudy,High,Afternoon,Bike,29.0,8.0,117.0
19692,17.28 km,Cloudy,Medium,Morning,Car,24.0,5.0,142.0
19693,13.13 km,Cloudy,Low,Morning,Bike,10.0,1.0,62.0
19694,11.88 km,Cloudy,High,Evening,Scooter,21.0,2.0,116.0
19695,10.25 km,Windy,High,Evening,Bike,26.0,7.0,105.0
19696,21.62 km,Cloudy,Low,Night,Scooter,19.0,7.0,84.0
19697,8.61kilometer,Cloudy,Medium,Evening,Bike,31.0,1.0,92.0
19698,6.85 km,Clear,Medium,Night,Car,12.0,1.0,45.0
19699,18.71kilometer,Windy#,High,Night,Scooter,11.0,4.0,113.0
19700,9.31KM,Clear,Medium,Night,Car,5.0,5.0,43.0
19701,21.25 km,Cloudy@,High,Evening,Bike,8.0,9.0,120.0
19702,8.53 km,Clear,Low,Morning,Bike,22.0,6.0,46.0
19703,17.7 km,Cloudy,Low,Morning,Bike,24.0,7.0,90.0
19704,1.61 km,Clear,High,Night,Bike,16.0,2.0,31.0
19705,9.95 km,Rainy,Low,Afternoon,Bike,34.0,2.0,96.0
19706,8.91 km,Clear,High,Morning,Bike,31.0,8.0,93.0
19707,20.51km,Clear,Low,Afternoon,Scooter,14.0,5.0,94.0
19708,24.19 km,Rainy,High,Evening,Bike,28.0,3.0,231.0
19709,11.79 km,Clear,High,Night,Bike,7.0,2.0,55.0
19710,20.71 km,Clear@,High,Afternoon,Scooter,34.0,3.0,158.0
19711,17.64km,Cloudy,Medium,Morning,Bike,22.0,8.0,102.0
19712,24.2 km,Foggy,Medium,Evening,Bike,7.0,2.0,143.0
19713,20.37 km,Clear,Medium,Afternoon,Bike,13.0,7.0,87.0
19714,2.4 km,Clear,High,Morning,Scooter,20.0,8.0,38.0
19715,17.98km,Cloudy,Low,Night,Scooter,6.0,7.0,64.0
19716,13.62 km,Clear,Medium,Evening,Scooter,5.0,6.0,76.0
19717,0.9 km,Clear,High,Morning,Car,7.0,8.0,16.0
19718,6.66 km,Rainy,Medium,Morning,Bike,9.0,8.0,
19719,23.08kilometer,,Medium,Morning,Bike,29.0,8.0,121.0
19720,23.19 km,Rainy,High,Evening,Scooter,25.0,8.0,223.0
19721,20.07 km,Cloudy,High,Afternoon,Car,9.0,8.0,134.0
19722,24.55 km,Windy,Medium,Afternoon,Scooter,16.0,7.0,136.0
19723,20.26 km,Foggy,High,Morning,Bike,6.0,3.0,142.0
19724,0.75 km,Cloudy,Medium,Afternoon,Bike,31.0,4.0,38.0
19725,7.55kilometer,Cloudy,High,Morning,Bike,18.0,6.0,77.0
19726,1.25 km,Rainy,Medium,Evening,Bike,33.0,4.0,69.0
19727,2.81 km,Clear,Low,Afternoon,Bike,29.0,5.0,36.0
19728,5.86 km,Clear,High,Night,Bike,29.0,9.0,45.0
19729,12.84 km,Foggy,Medium,Evening,Scooter,32.0,2.0,139.0
19730,999 km,Clear,Medium,Morning,Scooter,24.0,4.0,128.0
19731,21.62 km,Clear,Medium,Morning,Scooter,15.0,3.0,127.0
19732,15.6 km,Rainy,High,Afternoon,Bike,12.0,6.0,114.0
19733,23.24 km,Cloudy@,Medium,Evening,Bike,11.0,1.0,138.0
19734,12.75 km,Clear,Low,Evening,Scooter,18.0,9.0,71.0
19735,22.28 km,Clear,Medium,Evening,Bike,15.0,7.0,104.0
19736,11.62 km,Clear,Low,Morning,Bike,21.0,4.0,59.0
19737,7.29 km,Windy,High,Morning,Bike,9.0,9.0,53.0
19738,22.95 km,Windy,High,Evening,Scooter,5.0,9.0,151.0
19739,10.0 km,Clear,High,Evening,Scooter,17.0,6.0,83.0
19740,12.83 km,Rainy,Medium,Evening,Scooter,13.0,4.0,106.0
19741,8.56 km,Clear,Medium,Morning,Bike,31.0,6.0,76.0
19742,16.74 km,Cloudy,Low,,Bike,26.0,8.0,62.0
19743,24.88 km,Clear,High,Morning,Car,20.0,7.0,192.0
19744,1.13 km,Cloudy,Medium,Morning,Scooter,33.0,2.0,41.0
19745,22.55 km,Clear,Medium,Morning,Scooter,7.0,2.0,123.0
19746,999 km,Clear,Medium,Morning,Scooter,26.0,2.0,41.0
19747,9.42 km,Clear,High,Evening,Car,26.0,7.0,107.0
19748,4.63 km,Clear,Medium,Morning,Bike,31.0,5.0,
19749,19.05 km,Foggy,Low,Afternoon,Bike,21.0,6.0,93.0
19750,1.74 km,Foggy,Medium,Morning,Bike,13.0,9.0,29.0
19751,14.06 km,Rainy,High,Morning,Car,24.0,6.0,178.0
19752,7.73 km,Clear,Medium,Night,Bike,23.0,9.0,42.0
19753,3.77kilometer,Clear,Medium,Evening,Bike,34.0,9.0,51.0
19754,19.41 km,Clear,Medium,Afternoon,Scooter,8.0,7.0,92.0
19755,5.83kilometer,Clear,Low,Afternoon,Car,6.0,3.0,33.0
19756,5.98 km,Clear,Medium,Night,Bike,7.0,3.0,25.0
19757,7.24 km,Cloudy,High,Evening,Scooter,32.0,9.0,97.0
19758,14.88km,Clear,Low,Evening,Car,30.0,1.0,113.0
19759,16.66 km,Rainy,,Afternoon,Bike,19.0,2.0,146.0
19760,0.93 km,Cloudy,High,Evening,Bike,31.0,5.0,57.0
19761,6.43 km,Clear,Medium,Afternoon,Bike,23.0,5.0,52.0
19762,11.06 km,Cloudy,High,Afternoon,Scooter,28.0,1.0,125.0
19763,8.63 km,Clear,High,Afternoon,Bike,30.0,3.0,80.0
19764,22.16 km,Clear,Medium,Night,Scooter,11.0,9.0,73.0
19765,19.8 km,Clear@,Medium,Morning,Bike,20.0,6.0,100.0
19766,15.83KM,Rainy,Medium,Morning,Scooter,5.0,1.0,124.0
19767,999 km,Clear#,High,Morning,Scooter,6.0,9.0,54.0
19768,17.67 km,Cloudy,High,Evening,Scooter,28.0,9.0,146.0
19769,21.17 km,Clear,High,Evening,Bike,20.0,5.0,153.0
19770,15.07 km,Clear#,Low,Morning,Scooter,18.0,7.0,71.0
19771,19.72kilometer,Clear,High,Evening,Bike,33.0,2.0,160.0
19772,999 km,Cloudy,Medium,Evening,Scooter,31.0,9.0,126.0
19773,14.51 km,Cloudy,Low,Afternoon,Bike,17.0,9.0,60.0
19774,8.15 km,Rainy,High,Morning,Scooter,6.0,9.0,63.0
19775,18.77KM,Clear,High,Night,Bike,5.0,1.0,89.0
19776,5.57km,Clear@,Low,Evening,Bike,9.0,1.0,28.0
19777,19.6kilometer,Cloudy,Low,Evening,Bike,34.0,5.0,116.0
19778,999 km,Clear,Low,Night,Bike,24.0,2.0,78.0
19779,20.64 km,Clear,High,Morning,Bike,24.0,5.0,136.0
19780,12.09 km,Clear,High,Afternoon,Scooter,15.0,5.0,87.0
19781,5.22 km,Rainy,High,Afternoon,Bike,7.0,3.0,49.0
19782,2.94kilometer,Cloudy@,Medium,Morning,Bike,29.0,1.0,57.0
19783,18.71 km,Clear,Medium,,Bike,21.0,6.0,97.0
19784,22.21 km,Cloudy,Medium,Morning,Bike,10.0,1.0,117.0
19785,16.45 km,Rainy@,Low,Morning,Scooter,8.0,4.0,100.0
19786,4.03 km,Clear,High,Morning,Bike,29.0,1.0,69.0
19787,23.4 km,Clear,Medium,Night,Bike,18.0,2.0,92.0
19788,24.73km,Cloudy,Medium,Evening,Bike,24.0,5.0,142.0
19789,11.12 km,Cloudy,High,Evening,Bike,25.0,4.0,120.0
19790,15.07 km,Clear,Low,Morning,Bike,8.0,1.0,61.0
19791,19.54 km,Cloudy@,Medium,Morning,Bike,29.0,4.0,128.0
19792,18.54 km,Cloudy,Low,Evening,Bike,13.0,3.0,94.0
19793,24.21 km,Rainy,High,Evening,Bike,,9.0,213.0
19794,3.31 km,Clear,Medium,Morning,Scooter,22.0,2.0,43.0
19795,14.73 km,Clear,Medium,Evening,Scooter,14.0,7.0,89.0
19796,17.45 km,Cloudy,High,Afternoon,Scooter,5.0,1.0,122.0
19797,22.31 km,Cloudy,High,Morning,Scooter,8.0,4.0,154.0
19798,21.92 km,Clear,Medium,Evening,Bike,30.0,5.0,135.0
19799,24.46 km,Rainy,Low,Morning,Bike,15.0,4.0,136.0
19800,13.05 km,Cloudy,High,Evening,Bike,25.0,3.0,119.0
19801,20.85 km,Rainy,Low,Evening,Bike,25.0,5.0,132.0
19802,10.97 km,Clear,High,Night,Bike,27.0,9.0,76.0
19803,10.85 km,Rainy,High,Afternoon,Car,8.0,6.0,106.0
19804,6.71 km,Cloudy,Medium,Afternoon,Scooter,6.0,7.0,35.0
19805,20.55kilometer,Clear,Low,Evening,Bike,,8.0,87.0
19806,24.65 km,Clear,Low,Afternoon,Bike,5.0,8.0,68.0
19807,6.78 km,Clear,Medium,Evening,Bike,13.0,5.0,40.0
19808,1.88 km,Cloudy,Medium,Evening,Bike,31.0,3.0,58.0
19809,20.48 km,Clear,Medium,Afternoon,Bike,13.0,9.0,83.0
19810,15.7 km,Foggy,High,Evening,Scooter,24.0,8.0,151.0
19811,24.01 km,Windy,High,Afternoon,Bike,25.0,5.0,162.0
19812,6.68 km,Rainy,Medium,Night,Bike,17.0,7.0,39.0
19813,2.24 km,Cloudy,High,Evening,Bike,14.0,3.0,42.0
19814,12.56 km,,Low,Evening,Bike,29.0,2.0,114.0
19815,2.59 km,Clear@,Medium,Night,Bike,14.0,2.0,26.0
19816,6.91 km,Cloudy#,Low,Afternoon,Bike,21.0,7.0,44.0
19817,3.59 km,Clear,High,Evening,Bike,9.0,5.0,35.0
19818,5.99 km,,High,Morning,Bike,17.0,5.0,44.0
19819,3.1 km,Clear@,High,Morning,Bike,26.0,7.0,54.0
19820,23.87 km,Cloudy@,Medium,Evening,Bike,31.0,8.0,139.0
19821,7.32 km,Clear#,Low,,Bike,,5.0,43.0
19822,11.38 km,Rainy,Medium,Evening,Bike,5.0,6.0,75.0
19823,22.52km,Windy,Medium,Morning,Bike,17.0,7.0,125.0
19824,17.09 km,Clear,Low,Night,Scooter,33.0,7.0,74.0
19825,15.64 km,Cloudy,Low,Afternoon,Bike,9.0,9.0,52.0
19826,17.79 km,Rainy@,Low,Morning,Bike,8.0,2.0,100.0
19827,,Clear@,Low,Afternoon,Bike,26.0,7.0,81.0
19828,22.0 km,Windy,Low,Evening,Bike,22.0,3.0,116.0
19829,16.24 km,Windy,High,,Scooter,16.0,2.0,106.0
19830,22.31 km,Clear,High,Afternoon,Car,23.0,7.0,169.0
19831,13.62 km,Clear,High,Morning,Bike,26.0,6.0,99.0
19832,7.29 km,Foggy,Medium,Night,Scooter,10.0,9.0,45.0
19833,22.06 km,Foggy,Medium,Night,Scooter,28.0,5.0,134.0
19834,13.77 km,Clear,Low,Morning,Scooter,29.0,3.0,86.0
19835,22.7KM,Clear,Low,Morning,Bike,20.0,7.0,97.0
19836,1.48 km,Cloudy,High,Evening,Scooter,8.0,6.0,24.0
19837,10.24kilometer,Clear,Low,Afternoon,Bike,29.0,9.0,55.0
19838,23.72 km,Windy,High,Evening,Car,23.0,3.0,247.0
19839,6.62 km,Rainy@,High,Afternoon,Scooter,26.0,4.0,100.0
19840,23.57 km,Cloudy,High,Morning,Bike,14.0,5.0,146.0
19841,23.87 km,Clear,High,Evening,Scooter,29.0,8.0,174.0
19842,22.11km,Rainy,High,Morning,Car,22.0,5.0,250.0
19843,14.31 km,Clear,Medium,Afternoon,Bike,23.0,4.0,87.0
19844,16.35 km,,High,Evening,Bike,18.0,1.0,119.0
19845,21.81 km,Cloudy#,Medium,Morning,Car,14.0,2.0,172.0
19846,19.51 km,Cloudy,Low,Afternoon,Bike,nan,5.0,72.0
19847,15.94 km,Rainy,Low,Evening,Scooter,9.0,4.0,103.0
19848,24.57 km,Windy,Medium,Morning,Bike,34.0,8.0,156.0
19849,17.3 km,Clear,Low,Evening,Bike,15.0,3.0,77.0
19850,24.4 km,Clear,High,Afternoon,Bike,7.0,2.0,128.0
19851,1.91 km,Cloudy,Medium,Morning,Scooter,6.0,2.0,24.0
19852,nan,Clear#,Low,Evening,Bike,11.0,6.0,30.0
19853,999 km,Rainy@,Medium,Afternoon,Bike,29.0,5.0,99.0
19854,9.93 km,,High,Morning,Scooter,,9.0,72.0
19855,19.68 km,Windy,Medium,Morning,Bike,24.0,4.0,132.0
19856,4.44 km,Cloudy,Medium,Afternoon,Car,34.0,6.0,66.0
19857,24.41 km,Clear,Medium,Evening,Bike,24.0,9.0,122.0
19858,8.22 km,Clear,Medium,Morning,Scooter,5.0,2.0,44.0
19859,11.01 km,Clear,High,Night,Bike,29.0,4.0,75.0
19860,7.23 km,Clear,High,Afternoon,Bike,19.0,2.0,57.0
19861,14.69 km,Clear,High,Morning,Scooter,20.0,5.0,114.0
19862,1.94 km,Clear,Low,Morning,Bike,19.0,1.0,
19863,4.17 km,Foggy,Low,Morning,Bike,19.0,4.0,54.0
19864,18.77 km,Clear@,High,Night,Bike,33.0,5.0,101.0
19865,5.07 km,Cloudy,Medium,Evening,Bike,31.0,9.0,61.0
19866,999 km,Clear,Medium,Evening,Bike,29.0,5.0,63.0
19867,19.93 km,Clear,High,Afternoon,Car,17.0,6.0,135.0
19868,2.79 km,Clear,Medium,Afternoon,Bike,19.0,8.0,28.0
19869,11.22 km,Clear,Medium,Night,Scooter,5.0,3.0,44.0
19870,1.07KM,Cloudy#,Low,Morning,Bike,18.0,4.0,26.0
19871,9.0 km,Cloudy,Low,,Car,7.0,5.0,49.0
19872,17.63kilometer,Cloudy,High,Morning,Bike,10.0,7.0,100.0
19873,2.71 km,Cloudy,Low,Morning,Bike,5.0,5.0,16.0
19874,22.26 km,Rainy,Medium,Evening,Bike,9.0,5.0,151.0
19875,22.78 km,Windy#,High,Afternoon,Scooter,23.0,9.0,155.0
19876,3.07 km,Rainy#,High,Night,Bike,7.0,6.0,30.0
19877,24.77 km,Clear,High,Morning,Scooter,18.0,4.0,177.0
19878,7.79 km,Foggy,High,Afternoon,Scooter,5.0,6.0,57.0
19879,2.56 km,Windy,Medium,Night,Bike,30.0,3.0,44.0
19880,0.62 km,Rainy,High,Evening,Scooter,6.0,6.0,27.0
19881,10.51 km,Cloudy,High,Evening,Bike,12.0,9.0,80.0
19882,15.93 km,Clear,High,Afternoon,Bike,34.0,3.0,128.0
19883,8.64 km,,Low,Afternoon,Bike,12.0,1.0,52.0
19884,21.0 km,Windy,Low,Night,Scooter,10.0,9.0,72.0
19885,18.06 km,Cloudy,Medium,Evening,Bike,14.0,3.0,101.0
19886,9.08 km,Cloudy,High,Afternoon,Bike,5.0,8.0,43.0
19887,18.49 km,Clear@,Medium,Morning,Scooter,21.0,9.0,96.0
19888,23.54 km,Clear,High,Morning,Scooter,,2.0,174.0
19889,2.78 km,Rainy#,Low,Night,Bike,29.0,5.0,36.0
19890,8.0 km,Clear,Low,Evening,Bike,16.0,4.0,42.0
19891,11.85 km,Cloudy@,High,Evening,Bike,24.0,5.0,102.0
19892,12.7 km,Rainy,High,Evening,Bike,11.0,4.0,110.0
19893,13.78 km,Clear,Medium,Night,Bike,9.0,4.0,63.0
19894,7.87 km,Clear,High,Evening,Bike,27.0,3.0,86.0
19895,16.85 km,Rainy@,High,Afternoon,Bike,33.0,2.0,163.0
19896,16.3 km,Clear,Medium,Morning,Bike,10.0,8.0,71.0
19897,14.66 km,Clear,High,Evening,Scooter,31.0,3.0,136.0
19898,3.29 km,Rainy,Medium,Morning,Scooter,17.0,2.0,48.0
19899,12.19 km,Rainy@,High,Evening,Bike,9.0,8.0,92.0
19900,9.23KM,Windy,Low,Afternoon,Bike,,8.0,40.0
19901,12.53 km,Cloudy,Medium,Morning,Bike,14.0,5.0,77.0
19902,23.09 km,Cloudy,Medium,Morning,Car,17.0,2.0,180.0
19903,12.27 km,Rainy,Medium,Morning,Scooter,25.0,8.0,108.0
19904,0.84 km,Cloudy,Low,Afternoon,Bike,33.0,4.0,41.0
19905,999 km,Cloudy,Medium,Morning,Bike,17.0,5.0,70.0
19906,20.61 km,,Medium,Morning,Bike,24.0,9.0,105.0
19907,19.61 km,Clear,Low,Afternoon,Scooter,30.0,6.0,97.0
19908,13.08 km,Cloudy,Low,Night,Bike,34.0,4.0,76.0
19909,6.62 km,Clear,Low,Morning,Scooter,11.0,8.0,32.0
19910,11.89 km,Clear,Low,,Bike,32.0,1.0,78.0
19911,14.31 km,Foggy,Medium,Evening,Bike,16.0,6.0,103.0
19912,25.0 km,Clear,Low,Night,Bike,22.0,9.0,75.0
19913,16.28 km,Clear@,High,Morning,Scooter,29.0,8.0,125.0
19914,17.51 km,Clear@,Low,Afternoon,Bike,25.0,6.0,74.0
19915,12.54 km,Cloudy,,Evening,Scooter,33.0,8.0,96.0
